web-scraper-order,web-scraper-start-url,link,link-href,title,author,description,genres,isbn,location,cover,date
"1613084084-3127","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Wealth of Networks: How Social Production Transforms Markets and Freedom","https://www.goodreads.com/book/show/14721.The_Wealth_of_Networks","The Wealth of Networks: How Social Production Transforms Markets and Freedom","Yochai Benkler","null","Nonfiction","0300110561
                      (ISBN13: 9780300110562)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388756111l/14721.jpg","(first published January 1st 2006)"
"1613084052-3101","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Once You're Lucky, Twice You're Good: The Rebirth of Silicon Valley and the Rise of Web 2.0","https://www.goodreads.com/book/show/2288436.Once_You_re_Lucky_Twice_You_re_Good","Once You're Lucky, Twice You're Good: The Rebirth of Silicon Valley and the Rise of Web 2.0","Sarah Lacy","null","Business","1592403824
                      (ISBN13: 9781592403820)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437664392l/2288436._SY475_.jpg","null"
"1613084065-3112","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Age of Spiritual Machines: When Computers Exceed Human Intelligence","https://www.goodreads.com/book/show/83533.The_Age_of_Spiritual_Machines","The Age of Spiritual Machines: When Computers Exceed Human Intelligence","Ray Kurzweil","null","Computers","0140282025
                      (ISBN13: 9780140282023)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309284708l/83533.jpg","(first published December 28th 1998)"
"1613084076-3120","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Options: The Secret Life of Steve Jobs","https://www.goodreads.com/book/show/1110713.Options","Options: The Secret Life of Steve Jobs","Fake Steve Jobs","null","Technology","0306815842
                      (ISBN13: 9780306815843)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442080198l/1110713._SY475_.jpg","(first published October 18th 2007)"
"1613084268-3333","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Hacker Crackdown: Law and Disorder on the Electronic Frontier","https://www.goodreads.com/book/show/61182.The_Hacker_Crackdown","The Hacker Crackdown: Law and Disorder on the Electronic Frontier","Bruce Sterling","null","Computer Science","055356370X
                      (ISBN13: 9780553563702)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446384046l/61182._SY475_.jpg","(first published November 1st 1992)"
"1613084268-3344","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Hacker Crackdown: Law and Disorder on the Electronic Frontier","https://www.goodreads.com/book/show/61182.The_Hacker_Crackdown","The Hacker Crackdown: Law and Disorder on the Electronic Frontier","Bruce Sterling","null","Politics","055356370X
                      (ISBN13: 9780553563702)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446384046l/61182._SY475_.jpg","(first published November 1st 1992)"
"1613083756-2719","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Big Switch: Rewiring the World, from Edison to Google","https://www.goodreads.com/book/show/16241165-the-big-switch","The Big Switch: Rewiring the World, from Edison to Google","Nicholas Carr","null","Science","039334522X
                      (ISBN13: 9780393345223)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367516473l/16241165.jpg","(first published January 17th 2008)"
"1613083613-2570","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet","https://www.goodreads.com/book/show/7638558-fatal-system-error","Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet","Joseph Menn","null","Crime","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442101084l/7638558._SY475_.jpg","(first published 2010)"
"1613084135-3204","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Google Speaks","https://www.goodreads.com/book/show/5705284-google-speaks","Google Speaks","Janet Lowe","null","Audiobook","047039854X
                      (ISBN13: 9780470398548)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348883110l/5705284.jpg","(first published April 22nd 2009)"
"1613083663-2623","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Circle","https://www.goodreads.com/book/show/18302455-the-circle","The Circle","Dave Eggers","null","Thriller","0385351399
                      (ISBN13: 9780385351393)","California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376419833l/18302455.jpg","null"
"1613083748-2715","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Are You Smart Enough to Work at Google?","https://www.goodreads.com/book/show/11786911-are-you-smart-enough-to-work-at-google","Are You Smart Enough to Work at Google?","William Poundstone","null","Programming","031609997X
                      (ISBN13: 9780316099974)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344271594l/11786911.jpg","(first published 2012)"
"1613084242-3295","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Bad Blood: Secrets and Lies in a Silicon Valley Startup","https://www.goodreads.com/book/show/37976541-bad-blood","Bad Blood: Secrets and Lies in a Silicon Valley Startup","John Carreyrou","null","Biography","152473165X
                      (ISBN13: 9781524731656)","Palo Alto, California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg","null"
"1613084092-3141","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Wit and Wisdom of Steve Jobs","https://www.goodreads.com/book/show/12919862-the-wit-and-wisdom-of-steve-jobs","The Wit and Wisdom of Steve Jobs","Gennaro Salamone","null","Leadership","B005UI7YZG","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328641742l/12919862.jpg","null"
"1613084242-3294","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Bad Blood: Secrets and Lies in a Silicon Valley Startup","https://www.goodreads.com/book/show/37976541-bad-blood","Bad Blood: Secrets and Lies in a Silicon Valley Startup","John Carreyrou","null","Technology","152473165X
                      (ISBN13: 9781524731656)","Palo Alto, California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg","null"
"1613084065-3115","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Age of Spiritual Machines: When Computers Exceed Human Intelligence","https://www.goodreads.com/book/show/83533.The_Age_of_Spiritual_Machines","The Age of Spiritual Machines: When Computers Exceed Human Intelligence","Ray Kurzweil","null","Computer Science","0140282025
                      (ISBN13: 9780140282023)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309284708l/83533.jpg","(first published December 28th 1998)"
"1613083629-2588","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Future of the Internet and How to Stop It","https://www.goodreads.com/book/show/2442173.The_Future_of_the_Internet_and_How_to_Stop_It","The Future of the Internet and How to Stop It","Jonathan L. Zittrain","null","Society","0300124872
                      (ISBN13: 9780300124873)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328828182l/2442173.jpg","(first published January 1st 2008)"
"1613084310-3412","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Fire in the Valley: The Making of the Personal Computer","https://www.goodreads.com/book/show/1427580.Fire_in_the_Valley","Fire in the Valley: The Making of the Personal Computer","Paul Freiberger","null","Science","0071358927
                      (ISBN13: 9780071358927)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387733026l/1427580.jpg","(first published 1984)"
"1613083710-2674","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Hooking Up","https://www.goodreads.com/book/show/2025353.Hooking_Up","Hooking Up","Tom Wolfe","null","Culture","0374103828
                      (ISBN13: 9780374103828)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423503927l/2025353.jpg","(first published 1989)"
"1613083718-2677","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Everything Store: Jeff Bezos and the Age of Amazon","https://www.goodreads.com/book/show/17660462-the-everything-store","The Everything Store: Jeff Bezos and the Age of Amazon","Brad Stone","null","Biography","0316219266
                      (ISBN13: 9780316219266)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365394361l/17660462.jpg","null"
"1613083748-2703","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Are You Smart Enough to Work at Google?","https://www.goodreads.com/book/show/11786911-are-you-smart-enough-to-work-at-google","Are You Smart Enough to Work at Google?","William Poundstone","null","Nonfiction","031609997X
                      (ISBN13: 9780316099974)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344271594l/11786911.jpg","(first published 2012)"
"1613083966-2976","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead","https://www.goodreads.com/book/show/22875447-work-rules","Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead","Laszlo Bock","null","Science","1455554790
                      (ISBN13: 9781455554799)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420790922l/22875447.jpg","(first published January 1st 2015)"
"1613084301-3389","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground","https://www.goodreads.com/book/show/9319468-kingpin","Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground","Kevin Poulsen","null","Crime","0307588688
                      (ISBN13: 9780307588685)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320477825l/9319468.jpg","null"
"1613083811-2756","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Planet Google: One Company's Audacious Plan to Organize Everything We Know","https://www.goodreads.com/book/show/3839314-planet-google","Planet Google: One Company's Audacious Plan to Organize Everything We Know","Randall E. Stross","null","Business","141654691X
                      (ISBN13: 9781416546917)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348605830l/3839314.jpg","(first published January 1st 2008)"
"1613084249-3299","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Worm: The First Digital World War","https://www.goodreads.com/book/show/11396195-worm","Worm: The First Digital World War","Mark Bowden","null","Nonfiction","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314808724l/11396195.jpg","(first published January 1st 2011)"
"1613083565-2522","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon","https://www.goodreads.com/book/show/18465875-countdown-to-zero-day","Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon","Kim Zetter","null","War","","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404960332l/18465875.jpg","(first published June 3rd 2014)"
"1613084036-3078","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal","https://www.goodreads.com/book/show/6326920-the-accidental-billionaires","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal","Ben Mezrich","null","Business","0385529376
                      (ISBN13: 9780385529372)","Harvard University, Cambridge, Massachusetts","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320527444l/6326920.jpg","(first published January 1st 2009)"
"1613084242-3287","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Bad Blood: Secrets and Lies in a Silicon Valley Startup","https://www.goodreads.com/book/show/37976541-bad-blood","Bad Blood: Secrets and Lies in a Silicon Valley Startup","John Carreyrou","null","Crime","152473165X
                      (ISBN13: 9781524731656)","Palo Alto, California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg","null"
"1613083718-2686","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Everything Store: Jeff Bezos and the Age of Amazon","https://www.goodreads.com/book/show/17660462-the-everything-store","The Everything Store: Jeff Bezos and the Age of Amazon","Brad Stone","null","History","0316219266
                      (ISBN13: 9780316219266)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365394361l/17660462.jpg","null"
"1613083844-2803","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Social State: Thoughts, Stats and Stories about the State of Social Media in 2013","https://www.goodreads.com/book/show/17210807-social-state","Social State: Thoughts, Stats and Stories about the State of Social Media in 2013","Esteban Contreras","null","Social Media","B00ATTT2UG","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357415534l/17210807.jpg","null"
"1613083629-2580","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Future of the Internet and How to Stop It","https://www.goodreads.com/book/show/2442173.The_Future_of_the_Internet_and_How_to_Stop_It","The Future of the Internet and How to Stop It","Jonathan L. Zittrain","null","Internet","0300124872
                      (ISBN13: 9780300124873)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328828182l/2442173.jpg","(first published January 1st 2008)"
"1613084160-3230","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Microserfs","https://www.goodreads.com/book/show/2748.Microserfs","Microserfs","Douglas Coupland","null","Pop Culture","0060987049
                      (ISBN13: 9780060987046)","Redmond, Washington","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546099595l/2748.jpg","null"
"1613083550-2505","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","@War: The Rise of the Military-Internet Complex","https://www.goodreads.com/book/show/20448184-war","@War: The Rise of the Military-Internet Complex","Shane Harris","null","Technology","0544251792
                      (ISBN13: 9780544251793)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391614131l/20448184.jpg","(first published November 6th 2014)"
"1613084242-3291","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Bad Blood: Secrets and Lies in a Silicon Valley Startup","https://www.goodreads.com/book/show/37976541-bad-blood","Bad Blood: Secrets and Lies in a Silicon Valley Startup","John Carreyrou","null","Mystery","152473165X
                      (ISBN13: 9781524731656)","Palo Alto, California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg","null"
"1613083629-2584","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Future of the Internet and How to Stop It","https://www.goodreads.com/book/show/2442173.The_Future_of_the_Internet_and_How_to_Stop_It","The Future of the Internet and How to Stop It","Jonathan L. Zittrain","null","Computer Science","0300124872
                      (ISBN13: 9780300124873)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328828182l/2442173.jpg","(first published January 1st 2008)"
"1613083958-2959","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Dogfight: How Apple and Google Went to War and Started a Revolution","https://www.goodreads.com/book/show/17332226-dogfight","Dogfight: How Apple and Google Went to War and Started a Revolution","Fred Vogelstein","null","Apple","0374109206
                      (ISBN13: 9780374109202)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368362829l/17332226.jpg","(first published 2013)"
"1613083865-2831","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Direct From Dell: Strategies That Revolutionized an Industry","https://www.goodreads.com/book/show/10416227-direct-from-dell","Direct From Dell: Strategies That Revolutionized an Industry","Michael Dell","null","Finance","B003WJRDY2","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429385800l/10416227.jpg","(first published February 17th 1999)"
"1613083913-2900","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Net Delusion: The Dark Side of Internet Freedom","https://www.goodreads.com/book/show/10003400-the-net-delusion","The Net Delusion: The Dark Side of Internet Freedom","Evgeny Morozov","null","Social Media","1586488759
                      (ISBN13: 9781586488758)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297025324l/10003400.jpg","(first published November 16th 2010)"
"1613083853-2817","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Difference Engine : Charles Babbage And The Quest To Build The First Computer","https://www.goodreads.com/book/show/1403028.The_Difference_Engine_","The Difference Engine : Charles Babbage And The Quest To Build The First Computer","Doron Swade","null","Research","0670910201
                      (ISBN13: 9780670910205)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428140069l/1403028.jpg","(first published April 13th 2000)"
"1613083975-2983","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Groundswell: Winning in a World Transformed by Social Technologies","https://www.goodreads.com/book/show/2896061-groundswell","Groundswell: Winning in a World Transformed by Social Technologies","Charlene Li","null","Science","1422125009
                      (ISBN13: 9781422125007)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442815608l/2896061._SY475_.jpg","(first published January 1st 2008)"
"1613084249-3309","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Worm: The First Digital World War","https://www.goodreads.com/book/show/11396195-worm","Worm: The First Digital World War","Mark Bowden","null","Audiobook","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314808724l/11396195.jpg","(first published January 1st 2011)"
"1613084268-3331","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Hacker Crackdown: Law and Disorder on the Electronic Frontier","https://www.goodreads.com/book/show/61182.The_Hacker_Crackdown","The Hacker Crackdown: Law and Disorder on the Electronic Frontier","Bruce Sterling","null","Science","055356370X
                      (ISBN13: 9780553563702)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446384046l/61182._SY475_.jpg","(first published November 1st 1992)"
"1613083995-3019","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Googled: The End of the World as We Know It","https://www.goodreads.com/book/show/6514908-googled","Googled: The End of the World as We Know It","Ken Auletta","null","Cultural","1594202354
                      (ISBN13: 9781594202353)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347715468l/6514908.jpg","(first published 2009)"
"1613083663-2618","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Circle","https://www.goodreads.com/book/show/18302455-the-circle","The Circle","Dave Eggers","null","Dystopia","0385351399
                      (ISBN13: 9780385351393)","California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376419833l/18302455.jpg","null"
"1613084338-3452","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Second Coming of Steve Jobs","https://www.goodreads.com/book/show/56545.The_Second_Coming_of_Steve_Jobs","The Second Coming of Steve Jobs","Alan Deutschman","null","Computer Science","0767904338
                      (ISBN13: 9780767904339)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388365742l/56545.jpg","(first published 2000)"
"1613084147-3212","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Wired for War: The Robotics Revolution and Conflict in the Twenty-First Century","https://www.goodreads.com/book/show/6098718-wired-for-war","Wired for War: The Robotics Revolution and Conflict in the Twenty-First Century","P.W. Singer","null","Science","1594201986
                      (ISBN13: 9781594201981)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442810259l/6098718._SY475_.jpg","(first published 2009)"
"1613084310-3402","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Fire in the Valley: The Making of the Personal Computer","https://www.goodreads.com/book/show/1427580.Fire_in_the_Valley","Fire in the Valley: The Making of the Personal Computer","Paul Freiberger","null","Science","0071358927
                      (ISBN13: 9780071358927)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387733026l/1427580.jpg","(first published 1984)"
"1613083853-2816","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Difference Engine : Charles Babbage And The Quest To Build The First Computer","https://www.goodreads.com/book/show/1403028.The_Difference_Engine_","The Difference Engine : Charles Babbage And The Quest To Build The First Computer","Doron Swade","null","Reference","0670910201
                      (ISBN13: 9780670910205)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428140069l/1403028.jpg","(first published April 13th 2000)"
"1613083688-2641","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Imagine: How Creativity Works","https://www.goodreads.com/book/show/12987640-imagine","Imagine: How Creativity Works","Jonah Lehrer","null","Business","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327000473l/12987640.jpg","null"
"1613084338-3454","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Second Coming of Steve Jobs","https://www.goodreads.com/book/show/56545.The_Second_Coming_of_Steve_Jobs","The Second Coming of Steve Jobs","Alan Deutschman","null","Audiobook","0767904338
                      (ISBN13: 9780767904339)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388365742l/56545.jpg","(first published 2000)"
"1613083995-3015","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Googled: The End of the World as We Know It","https://www.goodreads.com/book/show/6514908-googled","Googled: The End of the World as We Know It","Ken Auletta","null","Biography","1594202354
                      (ISBN13: 9781594202353)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347715468l/6514908.jpg","(first published 2009)"
"1613084462-3560","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Master Switch: The Rise and Fall of Information Empires","https://www.goodreads.com/book/show/8201080-the-master-switch","The Master Switch: The Rise and Fall of Information Empires","Tim Wu","null","Computer Science","0307269930
                      (ISBN13: 9780307269935)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320518400l/8201080.jpg","(first published 2010)"
"1613084084-3136","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Wealth of Networks: How Social Production Transforms Markets and Freedom","https://www.goodreads.com/book/show/14721.The_Wealth_of_Networks","The Wealth of Networks: How Social Production Transforms Markets and Freedom","Yochai Benkler","null","Economics","0300110561
                      (ISBN13: 9780300110562)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388756111l/14721.jpg","(first published January 1st 2006)"
"1613083629-2583","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Future of the Internet and How to Stop It","https://www.goodreads.com/book/show/2442173.The_Future_of_the_Internet_and_How_to_Stop_It","The Future of the Internet and How to Stop It","Jonathan L. Zittrain","null","Science","0300124872
                      (ISBN13: 9780300124873)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328828182l/2442173.jpg","(first published January 1st 2008)"
"1613083796-2746","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Apple Confidential 2.0: The Definitive History of the World's Most Colorful Company","https://www.goodreads.com/book/show/48870.Apple_Confidential_2_0","Apple Confidential 2.0: The Definitive History of the World's Most Colorful Company","Owen W. Linzmayer","null","Computer Science","1593270100
                      (ISBN13: 9781593270100)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328753426l/48870.jpg","(first published January 2004)"
"1613083613-2574","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet","https://www.goodreads.com/book/show/7638558-fatal-system-error","Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet","Joseph Menn","null","Computer Science","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442101084l/7638558._SY475_.jpg","(first published 2010)"
"1613084016-3050","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","I'm Feeling Lucky: The Confessions of Google Employee Number 59","https://www.goodreads.com/book/show/9871673-i-m-feeling-lucky","I'm Feeling Lucky: The Confessions of Google Employee Number 59","Douglas Edwards","null","Audiobook","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438696440l/9871673._SY475_.jpg","(first published January 1st 2011)"
"1613083589-2530","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","https://www.goodreads.com/book/show/211099.Losing_My_Virginity","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","Richard Branson","null","Nonfiction","0812932293
                      (ISBN13: 9780812932294)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388216295l/211099.jpg","(first published 1998)"
"1613084147-3218","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Wired for War: The Robotics Revolution and Conflict in the Twenty-First Century","https://www.goodreads.com/book/show/6098718-wired-for-war","Wired for War: The Robotics Revolution and Conflict in the Twenty-First Century","P.W. Singer","null","Military History","1594201986
                      (ISBN13: 9781594201981)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442810259l/6098718._SY475_.jpg","(first published 2009)"
"1613083958-2954","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Dogfight: How Apple and Google Went to War and Started a Revolution","https://www.goodreads.com/book/show/17332226-dogfight","Dogfight: How Apple and Google Went to War and Started a Revolution","Fred Vogelstein","null","Technology","0374109206
                      (ISBN13: 9780374109202)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368362829l/17332226.jpg","(first published 2013)"
"1613084249-3301","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Worm: The First Digital World War","https://www.goodreads.com/book/show/11396195-worm","Worm: The First Digital World War","Mark Bowden","null","Technology","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314808724l/11396195.jpg","(first published January 1st 2011)"
"1613083756-2730","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Big Switch: Rewiring the World, from Edison to Google","https://www.goodreads.com/book/show/16241165-the-big-switch","The Big Switch: Rewiring the World, from Edison to Google","Nicholas Carr","null","Business","039334522X
                      (ISBN13: 9780393345223)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367516473l/16241165.jpg","(first published January 17th 2008)"
"1613083811-2758","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Planet Google: One Company's Audacious Plan to Organize Everything We Know","https://www.goodreads.com/book/show/3839314-planet-google","Planet Google: One Company's Audacious Plan to Organize Everything We Know","Randall E. Stross","null","History","141654691X
                      (ISBN13: 9781416546917)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348605830l/3839314.jpg","(first published January 1st 2008)"
"1613084319-3419","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The New New Thing: A Silicon Valley Story","https://www.goodreads.com/book/show/10658.The_New_New_Thing","The New New Thing: A Silicon Valley Story","Michael   Lewis","null","Biography","0140296468
                      (ISBN13: 9780140296464)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442523392l/10658._SY475_.jpg","(first published 1999)"
"1613084268-3337","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Hacker Crackdown: Law and Disorder on the Electronic Frontier","https://www.goodreads.com/book/show/61182.The_Hacker_Crackdown","The Hacker Crackdown: Law and Disorder on the Electronic Frontier","Bruce Sterling","null","Science","055356370X
                      (ISBN13: 9780553563702)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446384046l/61182._SY475_.jpg","(first published November 1st 1992)"
"1613083995-3021","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Googled: The End of the World as We Know It","https://www.goodreads.com/book/show/6514908-googled","Googled: The End of the World as We Know It","Ken Auletta","null","Computer Science","1594202354
                      (ISBN13: 9781594202353)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347715468l/6514908.jpg","(first published 2009)"
"1613083913-2891","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Net Delusion: The Dark Side of Internet Freedom","https://www.goodreads.com/book/show/10003400-the-net-delusion","The Net Delusion: The Dark Side of Internet Freedom","Evgeny Morozov","null","Computers","1586488759
                      (ISBN13: 9781586488758)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297025324l/10003400.jpg","(first published November 16th 2010)"
"1613084454-3546","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Facebook Effect: The Inside Story of the Company That is Connecting the World","https://www.goodreads.com/book/show/7518289-the-facebook-effect","The Facebook Effect: The Inside Story of the Company That is Connecting the World","David   Kirkpatrick","null","Internet","1439102112
                      (ISBN13: 9781439102114)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442657421l/7518289._SY475_.jpg","(first published 2010)"
